nome_arquivo,titulo,label
20140327-TESEMSC_0 (2).txt,DETERMINAÇÃO DA ZONA DE EXCLUSÃO PARA AS ATIVIDADES DE PESQUISA E DESENVOLVIMENTO (P&D) DE PETRÓLEO NA REGIÃO DO BANCO DE ABROLHOS E ADJACÊNCIAS,interdisciplinar
20140327-TESEMSC_0.txt,A GOVERNANÇA AMBIENTAL DA PREVENÇÃO E CONTROLE DE INCIDENTES COM ÓLEO NAS ATIVIDADES MARÍTIMAS DE PETRÓLEO NO BRASIL,upstream
20140331-TESEDSC_0.txt,"MODELAGEM E SIMULAÇÃO PARA ENGENHARIA DE SISTEMAS: ACONDICIONAMENTO DE ELETRÔNICOS, NAVIOS ELÉTRICOS E FOTOBIORREATORES",upstream
20140404-MONOGRAFIA_0.txt,INVERSÃO TRANSICIONAL DE EMULSÕES FORMADAS A PARTIR DE PETRÓLEO E ÁGUA DE PRODUÇÃO,upstream
20140404-TESEMSC_0.txt,EQUILÍBRIO LÍQUIDO-VAPOR (ELV) E LÍQUIDO-LÍQUIDO (ELL) DE SISTEMAS DO BIODIESEL: DADOS (BINÁRIO E TERNÁRIO) E AVALIAÇÃO DOS PARÂMETROS DOS MODELOS TERMODINÂMICOS,downstream
20140530-MONOGRAFIA_0.txt,ESTUDO DA UTILIZAÇÃO DE BIODIESEL DE CANA-DE-AÇÚCAR (2ª GERAÇÃO) EM MOTORES DIESEL,downstream
20140530-TESEMSC_0.txt,ESTUDO COMPUTACIONAL DA GASEIFICAÇÃO DE BAGAÇO DE CANA-DE-AÇÚCAR EM UM REATOR DE LEITO FLUIDIZADO,downstream
20140609-MONOGRAFIA_0.txt,RECUPERAÇÃO AVANÇADA DO PETRÓLEO EM MEIO POROSO ATRAVÉS DE SOLUÇÕES POLIMÉRICAS,upstream
20140804-MONOGRAFIA_0 (2).txt,Estudo das Condições Necessárias para o Estabelecimento de um Campo para Atividades Didáticas de Exploração e Produção,upstream
20140804-MONOGRAFIA_0 (3).txt,"Verificação da eficiência no uso de diferentes floculantesem culturas de Chlorella sp., para otimização do processode coleta de biomassa visando a produção de biodiesel",downstream
20140804-MONOGRAFIA_0.txt,A GEOPOLÍTICA PETROLEIRA DO MERCOSUL COM A ENTRADA DA VENEZUELA: CONTINUIDADE OU MUDANÇA?,upstream
20140811-MONOGRAFIA_0.txt,MODELAGEM COMPUTACIONAL DA INTERAÇÃO ENTRE O SOLO MARINHO E A LINHA DE ANCORAGEM ENTERRADA,upstream
20140827-MONOGRAFIA_0.txt,Extração de Cloretos em Cascalho de Petróleo Utilizando Microemulsões,upstream
20140904-TESEDSC_0.txt,Interpretação Aeromagnética Sobre Áreas Proximais das Bacias de Campos e Santos Utilizando Inversão Compacta,upstream
20140905-MONOGRAFIA_0 (1).txt,DESENVOLVIMENTO DE UM EQUIPAMENTO MISTURADOR DE ESCOAMENTO MULTIFÁSICO PARA INDÚSTRIA DE PETRÓLEO E GÁS,upstream
20140905-MONOGRAFIA_0.txt,Construção   de   Dinamômetro   para   avaliação   de   carregamentos   na   manufatura   de   componentes   para   a   Indústria   do   Petróleo,downstream
20140905-TESEMSC_0.txt,Marcadores metálicos como avaliação de impacto de emissões petroquímicas em zona urbana,downstream
20140908-MONOGRAFIA_0.txt,"&(cid:3)(cid:8)(cid:20)(cid:12)""’(cid:14)(cid:1)((cid:8)(cid:4))(cid:7)(cid:9)(cid:18)(cid:4)(cid:20)(cid:12)(cid:20)(cid:7)(cid:1)&(cid:7)(cid:20)(cid:7)(cid:9)(cid:12)(cid:29)(cid:1)(cid:20)(cid:7)(cid:1)(cid:30)(cid:4)(cid:14)(cid:1)(cid:31)(cid:9)(cid:12)(cid:8)(cid:20)(cid:7) &(cid:3)(cid:8)(ci",interdisciplinar
20140908-TESEMSC_0 (1).txt,RESPOSTA DA BAÍA DE GUANABARA A EVENTOS EXTREMOS,interdisciplinar
20140908-TESEMSC_0.txt,O USO DA ESPÉCIE Callinectes sapidus NA AVALIAÇÃO DA CONTAMINAÇÃO DA FRAÇÃO BIODISPONÍVEL DE HIDROCARBONETOS ,interdisciplinar
20140910-MONOGRAFIA_0 (4).txt,ESTUDO DA INFLUÊNCIA DO LINEAMENTO TIBAGI E SINCLINAL DE TORRES NA ESTRUTURAÇÃO DA PORÇÃO NORTE DA BACIA DE PELOTAS,upstream
20140910-MONOGRAFIA_0 (5).txt,RADÔNIO COMO INDICADOR DE CONTAMINAÇÃO DE SOLOS POR HIDROCARBONETOS,interdisciplinar
20140910-MONOGRAFIA_0 (6).txt,SELEÇÃO DE BACTÉRIAS FENOLOLÍTICAS PARA TRATAMENTO DE EFLUENTES DE REFINARIAS   DE PETRÓLEO,downstream
20140910-MONOGRAFIA_0 (7).txt,SENSIBILIDADE AMBIENTAL FLUVIAL A DERRAMES DE ÓLEO E BIOCOMBUSTÍVEL: VULNERABILIDADE E IMPACTOS À MASTOFAUNA,interdisciplinar
20140910-MONOGRAFIA_0.txt,AVALIAÇÃO DO MÉTODO DE CLASSIFICAÇÃO BASEADA NO OBJETO EM IMAGENS DE ALTA RESOLUÇÃO ESPACIAL APLICADO PARA O MONITORAMENTO DE FAIXA DE DUTOS: ESTUDO DE CASO NO ENTORNO DA REFINARIA DE CAPUAVA EM MAUÁ – SP.,downstream
20140910-TESEMSC_0.txt,COMPORTAMENTO DAS CASCATAS DE ENERGIA EM HIDRODINÂMICA PARA A COMPREENSÃO DO FLUXO DE PETRÓLEO EM RESERVATÓRIOS,upstream
20140911-MONOGRAFIA_0.txt,CORRELAÇÃO GEOQUÍMICA ENTRE ÓLEOS BRASILEIROSATRAVÉS DA ANÁLISE DE BIOMARCADORES NEUTROS E ÁCIDOS,upstream
20140911-MONOGRAFIA_1.txt,DISTRIBUIÇÃO FACIOLÓGICA DA BACIA DE PELOTAS,interdisciplinar
20140912-MONOGRAFIA_1.txt,Determinação da Curva Elastoplástica dePVDF pelo Modelo de Tvergaard,interdisciplinar
20140915-MONOGRAFIA_0 (1).txt,INFLUÊNCIA DA OVALIZAÇÃO NA RESISTÊNCIA AO COLAPSO DE TUBOS DE REVESTIMENTO: UM ESTUDO NUMÉRICO,interdisciplinar
20140915-MONOGRAFIA_0 (2).txt,MODELAGEM E CONTROLE DE UM SEPARADOR TRIFÁSICO,upstream
20140915-MONOGRAFIA_0 (3).txt,TRATAMENTO DE ÁGUA DE PRODUÇÃO DO PETRÓLEO VIA FLOTAÇÃO,upstream
20140915-MONOGRAFIA_0.txt,ANÁLISE DA ESTABILIDADE DE POÇOS VERTICAIS  DE PETRÓLEO ATRAVÉS DO MÉTODO DOS  ELEMENTOS FINITOS,upstream
20140915-TESEDSC_0 (1).txt,SOLUÇÃO NUMÉRICA DAS EQUAÇÕES DE EULER 3D COMPRESSÍVEIS EM AMBIENTE DE COMPUTAÇÃO PARALELA DE MEMÓRIA DISTRIBUÍDA ATRAVÉS DE UMA FORMULAÇÃO ESTABILIZADA DE ELEMENTOS FINITOS,interdisciplinar
20140915-TESEDSC_0 (2).txt,UMA NOVA PROPOSTA PARA O MÉTODO DO BACKSTRIPPING FLEXURAL 3D COM APLICAÇÃO NA BACIA DE CAMAMU – ALMADA,upstream
20140915-TESEDSC_0.txt,CLASSIFICAÇÃO FUZZY APLICADA A DADOS DE GEOQUÍMICA DE  SUPERFÍCIE DA BACIA DE SANTOS,upstream
20140915-TESEMSC_0 (1).txt,"MAPEAMENTO MULTI-TEMPORAL DA SENSIBILIDADE AMBIENTAL A DERRAMES DE ÓLEO EM ÁREAS INUNDADAS NA REGIÃO DOS RIOS URUCU E ARAUÃ, AMAZÔNIA CENTRAL, UTILIZANDO IMAGENS DO SATÉLITE RADARSAT-1",interdisciplinar
20140915-TESEMSC_0.txt,ESTUDO DO COMPORTAMENTO ESTRUTURAL DE MANGOTES DE DESCARGA (OFFLOADING),upstream
20140916-MONOGRAFIA_0 (1).txt,ANÁLISE DE FADIGA EM RISERS RÍGIDOS TIPO CATENÁRIA SUBMETIDOS A CARREGAMENTOS DE ONDA E CORRENTE,upstream
20140916-MONOGRAFIA_0 (2).txt,CLASSIFICAÇÃO DE FALHAS GEOLÓGICAS EM DADOS SÍSMICOS USANDO CORRELOGRAMA E APRENDIZADO DE MÁQUINA,upstream
20140916-MONOGRAFIA_0 (3).txt,FADIGA DE PAINÉIS PLANOS DANIFICADOS DE NAVIOS PLATAFORMAS DE PRODUÇÃO,upstream
20140916-MONOGRAFIA_0.txt,ANÁLISE DE COLAPSO DE TUBOS BASE DE CONTENÇÃO DE AREIA,upstream
20140916-MONOGRAFIA_1.txt,"ANÁLISE DE FADIGA EM ESTRUTURAS OFFSHORE TIPO UNIDADE FLUTUANTE DE PRODUÇÃO, ARMAZENAMENTO E TRANSFERÊNCIA (FPSO)",upstream
20140916-TESEDSC_0.txt,"DISTRIBUIÇÃO DE HPAS E AVALIAÇÃO GEOMICROBIOLÓGICA NO MANGUEZAL DE SURUÍ, BAÍA DE GUANABARA, RJ, BRASIL",interdisciplinar
20140916-TESEMSC_0.txt,ANÁLISE ESTOCÁSTICA DA RESPOSTA ANALÍTICA DE RISER VERTICAL ANCORADO POR AMARRAS,upstream
20140916-TESEMSC_1.txt,COMPARAÇÃO DA PREVISÃO DO COMPORTAMENTO DE RESERVATÓRIOS DE PETRÓLEO COM HETEROGENEIDADES ESTRUTURAIS UTILIZANDO A EQUAÇÃO DO BALANÇO DE MATERIAIS E SIMULAÇÃO NUMÉRICA,upstream
20140917-MONOGRAFIA_0 (1).txt,DETECÇÃO DE FALHAS GEOLÓGICA EM DADOS SÍSMICO USANDO COVARIOGRAMA E APRENDIZADO DE MÁQUINA,upstream
20140917-MONOGRAFIA_0 (2).txt,DETECÇÃO DE FALHAS GEOLÓGICA EM DADOS SÍSMICO USANDO SEMIVARIOGRAMA E APRENDIZADO DE MÁQUINA,upstream
20140917-MONOGRAFIA_0 (3).txt,ELETROCATALISADORES À BASE DE COMPLEXOS METÁLICOS SUPORTADOS EM NANOPARTÍCULAS DE CARBONO PARA A REDUÇÃO DO OXIGÊNIO MOLECULAR,interdisciplinar
20140917-MONOGRAFIA_0 (4).txt,ESTUDO AVALIATIVO DA REUTILIZAÇÃO E RECUPERAÇÃO DOS LÍQUIDOS IÔNICOS EMPREGADOS NA PURIFICAÇÃO DO BIODIESEL,downstream
20140917-MONOGRAFIA_0 (5).txt,FREQUÊNCIA NATURAL DE VIBRAÇÃO DE DUTOS SUBMARINOS EM VÃOS LIVRES,upstream
20140917-MONOGRAFIA_0 (6).txt,Síntese de éteres de glicerina utilizando como catalisador o polietileno de alta densidade sulfonado,downstream
20140917-MONOGRAFIA_0.txt,ANÁLISE NÃO-LINEAR DE BEND STIFFENERS,upstream
20140922-MONOGRAFIA_0 (1).txt,DESENVOLVIMENTO DE UMA FERRAMENTA PARA CONTROLE DE VELOCIDADE EM PIGs.,interdisciplinar
20140922-MONOGRAFIA_0 (2).txt,Estudo da injeção continua de vapor em reservatório,upstream
20140922-MONOGRAFIA_0 (3).txt,INJEÇÃO DE CO2 EM RESERVATÓRIOS DE ÓLEOS LEVES COM CARACTERÍSTICAS DO NORDESTE BRASILEIRO,upstream
20140922-MONOGRAFIA_0 (4).txt,Modelagem das equações de fluxo bidimensional para reservatórios de óleo leve,upstream
20140922-MONOGRAFIA_0 (5).txt,SIMULAÇÃO DO ESCOAMENTO MONOFÁSICO DE FLUIDOS VISCOSOS EM BOMBAS CENTRÍFUGAS DA INDÚSTRIA DE PETRÓLEO,upstream
20140922-MONOGRAFIA_0 (6).txt,SISTEMA ATMOSFÉRICO DE DISPERSÃO DE ÁGUA TRATADA: ADEQUAÇÕES AMBIENTAIS E LEGISLATIVAS,interdisciplinar
20140922-MONOGRAFIA_0.txt,ANÁLISE DO ESCOAMENTO MULTIFÁSICO EM BOMBAS CENTRÍFUGAS UTILIZADAS NO MÉTODO DE ELEVAÇÃO POR BCS,upstream
20140922-TESEMSC_0 (1).txt,AVALIAÇÃO DE METODOLOGIA DE PREPARO DE AMOSTRA DE PETRÓLEO POR DIGESTÃO ÁCIDA AUXILIADA POR MICROONDAS  PARA DETERMINAÇÃO DE METAIS POR ICP-OES,interdisciplinar
20140922-TESEMSC_0 (2).txt,INFLUÊNCIA DA ADIÇÃO DE CINZA DO BAGAÇO DE CANA CALCINADA EM SISTEMAS DE PASTAS PARA CIMENTAÇÃO DE POÇOS PETROLÍFEROS,upstream
20140922-TESEMSC_0.txt,ANÁLISE DA MODELAGEM EXPERIMENTAL DA PERDA DE INJETIVIDADE,upstream
20140923-MONOGRAFIA_0.txt,DESENVOLVIMENTO CONCEITUAL DE VÁLVULA COM ACIONAMENTO REMOTO PARA CONTROLE DE POÇO DE PETRÓLEO UTILIZANDO LIGAS COM MEMÓRIA DE FORMA.,upstream
20140923-TESEDSC_0.txt,ESTUDO DO COMPORTAMENTO VISCOPLÁSTICO DE POLÍMERO SEMICRISTALINO APLICADO NA INDÚSTRIA DO PETRÓLEO,interdisciplinar
20140924-MONOGRAFIA_0 (1).txt,METODOLOGIA DE ABERTURA DE PRÉ-TRINCA POR FADIGA PARA POLIETILENO DE ALTA DENSIDADE (PEAD),interdisciplinar
20140924-MONOGRAFIA_0 (2).txt,USO DE MISTURAS TERNÁRIAS QAV-BIODIESEL-ETANOL EM TURBINAS A GÁS,downstream
20140924-MONOGRAFIA_0.txt,PROCESSAMENTO DE PVDF HOMOPOLÍMERO VIA MOLDAGEM POR COMPRESSÃO EM DIFERENTES CONDIÇÕES.,downstream
20140924-TESEMSC_0.txt,"PROCESSAMENTO, CARACTERIZAÇÃO MECÂNICA E MICROESTRUTURAL DE CARBETO DE SILÍCIO PRODUZIDO PELO MÉTODO DE INFILTRAÇÃO COM REAÇÃO",downstream
20140925-MONOGRAFIA_0 (2).txt,FLAMBAGEM TERMOMECÂNICA DE DUTOS SUBMARINOS COM MÓDULOS DE BÓIAS,upstream
20140925-MONOGRAFIA_0.txt,AVALIAÇÃO EXPERIMENTAL DA VARIAÇÃO DA ENTROPIA DA INFORMAÇÃO DE ESCOAMENTOS EM MEIOS POROSOS,upstream
20140929-MONOGRAFIA_0.txt,CONTROLE DE VIBRAÇÕES EM DINÂMICA DE ROTORES USANDO MANCAIS DE ROLAMENTO COMPOSTO COM MATERIAL VISCOELÁSTICO,interdisciplinar
20140930-MONOGRAFIA_0.txt,VERIFICAÇÃO DA INFLUÊNCIA DO OXIGÊNIO DISSOLVIDO NA ANÁLISE DE RUÍDO ELETROQUÍMICO EM MEIOS OLEOSOS,interdisciplinar
20140930-TESEMSC_0.txt,ADSORÇÃO DE COMPOSTOS SULFURADOS E NITROGENADOS DO ÓLEODIESEL EM COLUNA DE CARVÃO ATIVADO,downstream
20141001-MONOGRAFIA_0.txt,CATALISADOR PARA PRODUÇÃO DE HIDROGÊNIO POR REFORMA DE ETANOL,downstream
20141003-MONOGRAFIA_0.txt,CONTROLE DE MATERIAL PARTICULADO PROVENIENTE DA INDÚSTRIA SUCROALCOOLEIRA ,downstream
20141015-MONOGRAFIA_0.txt,USO EFICIENTE DE BIOGÁS DE ESGOTO EM MOTORES GERADORES,downstream
20141015-MONOGRAFIA_1 (1).txt,DESENVOLVIMENTO DE NOVOS ADSORVENTES PARA APLICAÇÃO NA SEPARAÇÃO DOS ISÔMEROS DO XILENO,interdisciplinar
20141015-MONOGRAFIA_1 (2).txt,ESTUDO EXPERIMENTAL DO USO DE MISTURAS DE BIOCOMBUSTÍVEIS EM UM MOTOR CFR/ASTM ,downstream
20141015-MONOGRAFIA_1 (4).txt,FABRICAÇÃO POR FOTOLITOGRAFIA E ANÁLISE DE MICRORREATORES PARA SÍNTESE DO BIODIESEL,downstream
20141015-MONOGRAFIA_1 (5).txt,RECUPERAÇÃO E TESTE DE UM DINAMÔMETRO PARA ENSAIO DE MOTORES DE COMBUSTÃO INTERNA A BIOCOMBUSTÍVEIS,downstream
20141015-MONOGRAFIA_1 (6).txt,Remoção do óleo em água produzida por filtração em meio poroso utilizando tensoativo,upstream
20141015-MONOGRAFIA_1 (8).txt,TERMOECONOMIA APLICADA À ANÁLISE E OTIMIZAÇÃO DE SISTEMAS DE COGERAÇÃO A BIOGÁS,downstream
20141015-MONOGRAFIA_1 (9).txt,USO DO BIODIESEL EM MOTORES MARÍTIMOS PARA A NAVEGAÇÃO,downstream
20141015-MONOGRAFIA_1.txt,ANÁLISE ESTRUTURAL DE CILINDROS REVESTIDOS DE COMPÓSITOSPARA ARMAZENAMENTO DE GNV.,downstream
20141015-TESEMSC_1 (1).txt,MORFOLOGIA DE BOLHAS ISOLADAS EM  ESCOAMENTOS PISTONADOS HORIZONTAIS,interdisciplinar
20141015-TESEMSC_1.txt,ANÁLISE DE ESCOAMENTOS REATIVOS DE BIOCOMBUSTÍVEIS EM DUTOS,downstream
20141016-MONOGRAFIA_0.txt,AVALIAÇÃO DO SISTEMA DE MEDIÇÃO DE EMPUXO EM TURBINAS A GÁS USANDO BIOCOMBUSTÍVEIS,downstream
20141017-TESEMSC_0.txt,INFLUÊNCIA DE ASPECTOS GEOMÉTRICOS NA HIDRODINÂMICA E TRANSFERÊNCIA DE OXIGÊNIO DE BIORREATORES AIRLIFT DE CIRCULAÇÃO INTERNA,downstream
20141023-MONOGRAFIA_0.txt,ANÁLISE DA INTEGRIDADE ESTRUTURAL DA COLUNA DE UMA PLATAFORMA SEMI-SUBMERSÍVEL SUBMETIDA À COLISÃO COM UM NAVIO DO TIPO SUPPLY,upstream
20141024-MONOGRAFIA_0.txt,SIMULAÇÃO DA EXTRAÇÃO DO ETANOL POR SOLVENTE ORGÂNICO E SUA RECUPERAÇÃO UTILIZANDO O SIMULADOR ASPEN PLUS®,downstream
20141027-MONOGRAFIA_0.txt,Modelagem e simulação das etapas de hidrólise e fermentação do bagaço de cana-de-açúcar no simulador EMSO,downstream
20141031-MONOGRAFIA_0 (1).txt,SISTEMA DE DETECÇÃO E DIAGNÓSTICO DE FALHA APLICADO A INSTALAÇÕES DE REFRIGERAÇÃO POR COMPRESSÃO DE VAPOR,downstream
20141031-MONOGRAFIA_0 (2).txt,VARIABILIDADE ESPAÇO-TEMPORAL DA CONCENTRAÇÃO DE CLOROFILA-A NA PLATAFORMA CONTINENTAL DAS BACIAS DE CAMPOS E DO ESPÍRITO,interdisciplinar
20141031-MONOGRAFIA_0.txt,PARAMETRIZAÇÃO PARA A SOLDAGEM DO AÇO API 5L X70 PELO PROCESSO ARAME TUBULAR COM PROTEÇÃO GASOSA,interdisciplinar
20141110-MONOGRAFIA_0.txt,CARTA DE SENSIBILIDADE AMBIENTAL PARA A PORÇÃO NORTE DA BACIA DE PELOTA,interdisciplinar
20141113-TESEMSC_0 (1).txt,EFEITOS HISTOPATOLÓGICOS DA EXPOSIÇÃO CRÔNICA DE LARVAS DO PEIXE-REI MARINHO Odontesthes argentinensis À FRAÇÃO SOLÚVEL DO PETRÓLEO EM ÁGUA (FSA),interdisciplinar
20141113-TESEMSC_0.txt,"EFEITO AGUDO E AVALIAÇÃO HISTOPATOLÓGICA DE LARVAS DO PEIXE-REI MARINHO Odontesthes argentinensis EXPOSTAS À FRAÇÃO SOLÚVEL DO PETRÓLEO, DIESEL E GASOLINA EM ÁGUA",interdisciplinar
20141119-TESEDSC_1.txt,O PAPEL DO PROGRAMA NACIONAL DE PRODUÇÃO E USO DE BIODIESEL COMO INSTRUMENTO DE POLÍTICA DE REDUÇÃO DAS DESIGUALDADES REGIONAIS BRASILEIRAS,downstream
20141125-MONOGRAFIA_0.txt,Análise da Operação e do Projeto de Riser em Configuração de Catenária para Aplicações em Águas Ultraprofundas,upstream
20141125-TESEMSC_0.txt,INTEGRAÇÃO DE DADOS DE POÇOS E MÉTODOS GEOESTATÍSTICOS PARA A MODELAGEM GEOLÓGICA DO CAMPO DE NAMORADO,upstream
20141126-TESEMSC_1.txt,INTEGRAÇÃO ENTRE DADOS MORFOLOGICOS DO FUNDO E TERMO-HALINOS DA COLUNA D’ÁGUA DA PLATAFORMA EXTERNA E TALUDE DAS BACIAS DE PELOTAS E SANTOS EM UM SIG 3D,upstream
20141201-TESEDSC_0.txt,CULTIVO DA MICROALGA MARINHA Nannochloropsis oculata,interdisciplinar
20141205-TESEDSC_1.txt,DESIDRATAÇÃO OXIDATIVA DO GLICEROL SOBRE CATALISADORES METÁLICOS SUPORTADOS EM FOSFATO E ÓXIDO DE NIÓBIO: FORMAÇÃO DE ACROLEÍNA E ÁCIDO ACRÍLICO,downstream
20141209-TESEDSC_0.txt,Estudo do Comportamento PVT de Misturas de Metano e Fluidos de Perfuração Base Éster,upstream
20141209-TESEMSC_0 (1).txt,Estudo experimental da repartida assistida com água de uma linha de coreflow de óleo pesado-água,upstream
20141209-TESEMSC_0 (2).txt,Influência da Argila na Invasão de Fluidos de Perfuração em Reservatórios de Petróleo,upstream
20141209-TESEMSC_0 (3).txt,Injeção de Vapor e Nitrogênio na Recuperação  Melhorada de Óleo Pesado,upstream
20141209-TESEMSC_0 (4).txt,Invasão de fluidos de perfuração e fluxo reverso de óleo em reservatórios de arenito e de carbonato,upstream
20141210-MONOGRAFIA_0 (1).txt,Controle Ativo de Embarcações com Posicionamento Dinâmico Durante a Operação de Reentrada em Águas Ultraprofundas,upstream
20141210-MONOGRAFIA_0 (2).txt,Estudos de um Riser Híbrido Autossustentado,upstream
20141210-MONOGRAFIA_0 (3).txt,"Simulação bidimensional de escoamento de um fluido incompressível ao redor de uma seção circular, utilizando CFD.",interdisciplinar
20141210-MONOGRAFIA_0.txt,ARENITOS ASFÁLTICOS DA BORDA LESTE DA BACIA DO PARANÁ: FATORES ESTRATIGRÁFICOS E ESTRUTURAIS RELACIONADOS À ACUMULAÇÃO DE ÓLEO EM AREN,upstream
20141210-TESEMSC_0 (1).txt,Desenvolvimento de Controladores Inteligentes para o Sistema VASPS,upstream
20141210-TESEMSC_0 (2).txt,Estudo Experimental Sobre Recuperação de Óleo Pesado através da Combustão In-Situ,upstream
20141210-TESEMSC_0.txt,Comportamento Dinâmico de Riser Rígido em Catenária Devido à Vibração Induzida por Vórtices em Águas Profundas                ,upstream
